BeerName,BreweryName,BreweryRegion,BeerStyle,BeerStyleRank,BeerABV,BeerScore,BeerScoreRank,BeerAvg,BeerReviews,BeerRating,BeerWants,BeerGots,BeerNotes
Samuel Adams Winter Lager,Boston Beer Company (Samuel Adams),"Massachusetts, United States",Bock,51,5.6,83,25151,3.67,40,75,1,10,"For the first time in 31 years, we’re updating the classic Winter Lager recipe to make it crisper and brighter. It’s the same iconic beer, with a wintery remix. Crisp Bock with citrus and spices, lager brewed with orange peel, cinnamon, and ginger."
Februator,Bookhouse Brewing,"Ohio, United States",Bock,Not Given,5.4,Not Given,Not Given,3.9,0,1,0,0,None
Time Stands Still,Hiatus Brewing Company,"Florida, United States",Bock,Not Given,6.4,Not Given,Not Given,0.0,0,0,0,0,None
Bedrock Bock,Riverport Brewing Company,"Washington, United States",Bock,Not Given,7.8,Not Given,Not Given,3.38,1,2,0,1,None
Kozlak,Browar Amber,Poland,Bock,Not Given,6.3,Not Given,Not Given,3.32,2,0,0,0,None
Grolsch Herfstbok,Grolsch Bierbrouwerij N.V.,Netherlands,Bock,93,6.5,76,29474,3.22,19,29,2,10,None
St. Nikolaus Bock Bier,Pennsylvania Brewing Company,"Pennsylvania, United States",Bock,9,6.0,88,14134,3.94,225,218,99,71,"Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma."
Full Boat Bock,Four Bullets Brewery,"Texas, United States",Bock,Not Given,6.4,Not Given,Not Given,0.0,0,0,0,0,None
Bockbier,Brauerei Herrenhausen KG,Germany,Bock,Not Given,6.5,Not Given,Not Given,3.75,0,1,0,0,None
Bockfish,Bakfish Brewing,"Texas, United States",Bock,Not Given,4.2,Not Given,Not Given,3.49,0,1,0,0,None
Creemore Springs UrBock,Creemore Springs Brewery Limited,"Ontario, Canada",Bock,55,6.0,83,25785,3.65,96,70,3,18,"Bock beers gained notoriety in Munich back in 1612. All the Bavarian nobles were drinking fashionable northern ales known as Einbeck Bier. So Duke Maximillian I of Munich hired his own northern brewmaster, who created a lager similar in character but superior in taste. It won back the local aristocrats. Inspired by his entrepreneurial spirit we started brewing our own urBock – rich, ruby-hued beer with subtle, dark roasted flavours. It’s an aristocratic beer but rest assured, you needn’t be a Duke to enjoy it.28 IBU"
Motor Goat,Old Ox Brewery,"Virginia, United States",Bock,16,6.0,89,11750,4.08,6,4,0,0,None
Bockbier,Barfüsser Hausbrauerei,Germany,Bock,Not Given,6.9,Not Given,Not Given,0.0,0,0,0,0,None
D4 Bock,Door 4 Brewing Co,"Illinois, United States",Bock,Not Given,6.3,Not Given,Not Given,0.0,0,0,0,0,None
Y’all’s Bock,Revolver Brewing,"Texas, United States",Bock,Not Given,4.8,Not Given,Not Given,4.2,1,2,0,0,None
Bruksviken Bocköl,Nynäshamns Ångbryggeri,Sweden,Bock,Not Given,6.7,Not Given,Not Given,3.75,1,1,0,0,None
Påske Bocken,Viborg Bryghus,Denmark,Bock,Not Given,7.5,Not Given,Not Given,3.5,1,1,0,0,None
Cremo Bock Beer,Alvarium Beer Company,"Connecticut, United States",Bock,Not Given,7.0,Not Given,Not Given,3.94,0,1,0,0,None
Small Comfort,Forbidden Root - Chicago,"Illinois, United States",Bock,Not Given,5.0,Not Given,Not Given,3.96,0,1,0,0,None
Akpov's Bock,R. Shea Brewing - Merriman Valley,"Ohio, United States",Bock,Not Given,6.0,Not Given,Not Given,3.86,2,5,0,0,None
7 Goats Bock,Dancing Kilt Brewery,"Virginia, United States",Bock,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Los Muertos Cerveza Negra,Bad Tattoo Brewing,"British Columbia, Canada",Bock,30,5.0,86,18865,3.83,4,14,2,6,None
Jak W Dym,Browar Pinta,Poland,Bock,Not Given,6.9,Not Given,Not Given,3.7,2,3,0,0,None
Solstice,OEC Brewing (Ordinem Ecentrici Coctores),"Connecticut, United States",Bock,Not Given,6.0,Not Given,Not Given,3.69,0,1,0,0,None
Winter Lager,The Millworks,"Pennsylvania, United States",Bock,Not Given,6.5,Not Given,Not Given,4.14,1,0,0,0,None
E09 Totes-Ma-Goats,603 Brewery,"New Hampshire, United States",Bock,Not Given,7.0,Not Given,Not Given,3.97,2,1,0,1,Totes-Ma-Goats is a smooth and malty lager with a touch of Honey sweetness. Hopped with Calypso and a tea addition for a bright floral aroma.
German Bock,Born Brewing Co.,"Alberta, Canada",Bock,Not Given,6.7,Not Given,Not Given,4.1,1,0,0,0,None
Brewbocka,Old Ox Brewery,"Virginia, United States",Bock,Not Given,6.0,Not Given,Not Given,3.88,4,4,0,0,Our winter seasonal is a delicious coffee bock. The rich malty texture and smooth coffee flavor are sure to warm your soul and revitalize your spirit. Now get out there and hurl a snowball.
Thunder Bock,Six Car Pub and Brewery,"Texas, United States",Bock,Not Given,6.1,Not Given,Not Given,3.56,0,1,0,0,"Hops: Hallertau, Liberty, WillametteMalts: Pilsen, Munich, Caramunich, Black Malts23 IBU"
Royal Envy,Archival Brewing,"Michigan, United States",Bock,Not Given,4.0,Not Given,Not Given,3.33,0,1,0,0,None
The Pale Goat,Fortside Brewing,"Washington, United States",Bock,Not Given,6.2,Not Given,Not Given,3.52,1,0,0,0,None
Welcome Bock,Highway 20 Brewing Company,"Illinois, United States",Bock,Not Given,6.2,Not Given,Not Given,0.0,0,0,0,0,None
Schultz's Dutch Style Bock Beer,Superior Bathhouse Brewery,"Arkansas, United States",Bock,Not Given,5.4,Not Given,Not Given,3.32,1,0,0,0,None
Lost Face,Varietal Beer Company,"Washington, United States",Bock,Not Given,6.5,Not Given,Not Given,3.75,1,0,0,0,None
Bock,Epizodas Brewing,Lithuania,Bock,Not Given,5.7,Not Given,Not Given,4.0,0,1,0,0,None
Mönchshof Bockbier,Kulmbacher Brauerei AG,Germany,Bock,37,6.9,85,22942,3.74,41,35,8,10,None
Bock In Time,Broken Strings Brewery,"Florida, United States",Bock,Not Given,7.0,Not Given,Not Given,3.94,0,1,0,0,"Great Scott!!!2020 has been a year to remember, or not remember, but we've decided to go bock in time and warn ourselves of the year gone by and maybe we can avoid this year entirely, or make it much worse! We brewed this collaboration Winter Bock Lager with our friends at Gulfport Brewery + Eatery, Florida Brewers Guild & Amazon Hose."
Rye Bock,Goldwater Brewing Co.,"Arizona, United States",Bock,Not Given,6.0,Not Given,Not Given,3.77,0,1,0,0,None
Freiberger Bockbier,Freiberger Brauhaus AG,Germany,Bock,Not Given,7.1,Not Given,Not Given,3.75,0,1,0,0,None
Sudenburger Bock,Sudenburger Brauhaus,Germany,Bock,Not Given,6.8,Not Given,Not Given,3.75,0,1,0,0,None
Prairie Bock,Cut Bank Creek Brewery,"Montana, United States",Bock,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Bock,West Side Brewing,"Ohio, United States",Bock,Not Given,6.4,Not Given,Not Given,4.05,1,0,0,0,None
Karslbräu Bock,Karlsberg Brauerei,Germany,Bock,Not Given,6.6,Not Given,Not Given,2.73,0,1,0,0,None
Roter Bock,Privatbrauerei Sander,Germany,Bock,Not Given,7.0,Not Given,Not Given,3.59,1,0,0,0,None
Bock 'N Load,5x5 Brewing Co.,"Texas, United States",Bock,Not Given,5.99,Not Given,Not Given,0.0,0,0,0,0,None
The Wobbly Goat,Dog Rose Brewing Co.,"Florida, United States",Bock,Not Given,7.2,Not Given,Not Given,3.71,0,1,0,0,None
UrBock Winter,Pfungstädter Brauerei,Germany,Bock,Not Given,6.9,Not Given,Not Given,3.72,0,2,0,0,"Dark and strong!When winter comes, this will keep you warm inside. The dark roasted malt brings a fantastically rich mix of dried-fruit, fresh-baked bread and bitter-sweet chocolate. You will wish for more winter."
Winter Beck,Birrificio Artigianale Leder,Italy,Bock,Not Given,6.5,Not Given,Not Given,2.83,1,0,0,0,None
Bock,Big Storm Brewing Company - Odessa,"Florida, United States",Bock,Not Given,7.2,Not Given,Not Given,4.13,0,1,0,0,None
Eichhorn Bock Bier,Schwarzer Adler Eichhorn Brauerei,Germany,Bock,Not Given,7.0,Not Given,Not Given,3.85,1,0,0,0,None
Gambrinus- Helles Starkbier,Schlossbrauerei Reckendorf,Germany,Bock,Not Given,7.0,Not Given,Not Given,4.21,1,0,0,0,None
O Tannenbock,515 Brewing Company,"Iowa, United States",Bock,Not Given,7.2,Not Given,Not Given,0.0,0,0,0,0,None
River Baptism Bock,Real Ale Brewing Company,"Texas, United States",Bock,Not Given,6.0,Not Given,Not Given,3.94,0,1,0,0,None
Michelob AmberBock,Anheuser-Busch,"Missouri, United States",Bock,99,5.2,68,30371,2.91,723,1224,23,324,Michelob AmberBock is brewed using 100% malt including dark-roasted black and caramel malts and all-imported hops.
Vetra Bock,Vetra,Italy,Bock,Not Given,6.3,Not Given,Not Given,3.7,1,3,0,0,None
Tarponator,Chandeleur Island Brewing Company,"Mississippi, United States",Bock,Not Given,7.3,Not Given,Not Given,3.81,1,5,0,0,None
Boch,Uncle Bob's Brewpub,"Missouri, United States",Bock,Not Given,4.4,Not Given,Not Given,3.42,1,0,0,0,None
Jacobsen Julebock,Carlsberg Danmark A/S,Denmark,Bock,Not Given,6.5,Not Given,Not Given,3.23,1,0,0,0,None
Bad Santa Christmas Special 2020,Flötzinger Bräu,Germany,Bock,Not Given,7.0,Not Given,Not Given,3.6,1,1,0,0,None
Cupid's Black Heart,Red Bear Brewing Company,"District of Columbia, United States",Bock,Not Given,7.3,Not Given,Not Given,3.65,0,1,0,0,"We make this decadent beer once a year just in time for Singles' Awareness Day. You won't need Cupid or his lies once you smell the strong aroma of chocolate and strawberries ready to delight your taste buds. We start with a traditional German Bock Lager, the perfect malty backdrop to be spiked with pureed strawberries and cocoa. Your loneliness will be fully repressed with the flavor of toffee, strawberries and chocolate. Don't worry, we got you boo."
WYo Bock,Sheep Mountain Brewery,"Wyoming, United States",Bock,Not Given,0.0,Not Given,Not Given,0.0,0,0,0,0,None
Engel Bock Dunkel,Crailsheimer Engelbräu,Germany,Bock,Not Given,7.2,85,Not Given,3.72,5,13,1,5,None
Peach Ignitor Bock,Braxton Brewing Company,"Kentucky, United States",Bock,Not Given,7.5,Not Given,Not Given,3.91,0,1,0,0,None
Scapegoat Bock,McFleshman’s Brewing Company,"Wisconsin, United States",Bock,Not Given,6.4,Not Given,Not Given,3.56,1,0,0,0,None
La Valkyrie,Microbrasserie Archibald,"Quebec, Canada",Bock,74,7.0,83,25880,3.52,5,11,1,3,None
Ijsselbock,Bronckhorster Brewing Company,Netherlands,Bock,Not Given,6.5,Not Given,Not Given,3.53,3,6,1,1,None
Leap,Thin Man Brewery,"New York, United States",Bock,Not Given,5.5,Not Given,Not Given,3.81,2,1,0,0,None
Ambrausianum Bock,Das Ambräusianum,Germany,Bock,Not Given,7.0,Not Given,Not Given,3.99,2,0,0,0,None
Conspirator,Wild Mind Ales,"Minnesota, United States",Bock,Not Given,8.5,Not Given,Not Given,3.84,1,0,0,0,None
Raging Goats,The St. George Brewing Company,"Virginia, United States",Bock,Not Given,9.0,Not Given,Not Given,3.93,2,3,0,0,"An ""Imperial Bock"""
Oma's Pruim,Bax Bier,Netherlands,Bock,Not Given,6.6,Not Given,Not Given,3.72,1,2,0,0,None
Rijke Herfstbok,Grolsch Bierbrouwerij N.V.,Netherlands,Bock,Not Given,6.6,Not Given,Not Given,3.09,0,2,0,0,None
Brand Imperator,Brand Bierbrouwerij,Netherlands,Bock,76,6.5,82,27099,3.5,10,18,2,9,None
Sleigh Ride,Monument City Brewing Company,"Maryland, United States",Bock,Not Given,6.9,Not Given,Not Given,3.56,0,1,0,0,None
Gruetli Laager,East Nashville Beer Works,"Tennessee, United States",Bock,Not Given,4.5,Not Given,Not Given,3.41,0,1,0,0,None
Gold Top Bock,Unbranded Brewing Company,"Florida, United States",Bock,Not Given,7.3,Not Given,Not Given,3.96,0,1,0,0,None
Hopfenbock,Dog Rose Brewing Co.,"Florida, United States",Bock,Not Given,6.2,Not Given,Not Given,0.0,0,0,0,0,None
Løkka Julebokk,Grünerløkka Brygghus,Norway,Bock,Not Given,6.5,Not Given,Not Given,3.75,1,0,0,0,None
Wolverine Bock,Wolverine State Brewing Company,"Michigan, United States",Bock,Not Given,7.5,Not Given,Not Given,3.96,0,1,0,0,None
Bock-Beer,Krop-pivo,Russian Federation,Bock,Not Given,5.4,Not Given,Not Given,3.0,0,1,0,0,None
Human Interface,Duration Brewing,"England, United Kingdom",Bock,Not Given,6.2,Not Given,Not Given,3.68,1,0,0,0,None
Oettinger Bock,Oettinger Brauerei GmbH,Germany,Bock,78,6.7,82,27012,3.42,5,10,0,1,None
Tafelbier,Eleventh Hour Brewing Co.,"Pennsylvania, United States",Bock,Not Given,3.8,Not Given,Not Given,3.75,0,1,0,0,"This delicious, crisp, German-inspired style amber lager comes in at a sessionable 3.8%. The perfect beer for sitting around the table with good conversation and great food. A slightly caramel base, crackery middle and modest floral finish makes this a brewhouse favorite. It ain't sexy, but damn is it good."
Schleppen Bock,Alchemy Brewing Company,"Wisconsin, United States",Bock,Not Given,4.5,Not Given,Not Given,4.06,1,0,0,0,None
Maibock,Swiftwater Brewing Company,"New York, United States",Bock,Not Given,8.0,Not Given,Not Given,4.26,1,0,0,0,Malty and bready German style lager
Switchbock,Rock Cut Brewing Company,"Colorado, United States",Bock,Not Given,6.0,Not Given,Not Given,3.58,0,1,0,0,None
Bock,Wooly Pig Farm Brewery,"Ohio, United States",Bock,Not Given,6.2,Not Given,Not Given,4.04,1,2,0,0,None
"Yo, Han",Logboat Brewing Co.,"Missouri, United States",Bock,Not Given,6.5,Not Given,Not Given,3.81,2,1,0,0,None
Beaumont Bock,Pour Brothers Brewery,"Texas, United States",Bock,Not Given,4.9,Not Given,Not Given,3.75,0,1,0,0,None
Berliner Kindl Bockbiere,Berliner Kindl Brauerei,Germany,Bock,Not Given,6.5,Not Given,Not Given,3.11,5,3,1,0,None
Bock Lager,Vernal Brewing Company,"Utah, United States",Bock,Not Given,7.1,Not Given,Not Given,3.56,1,0,0,0,None
Cinema Brewers I'll be Bock,Cinema Brewers,Netherlands,Bock,Not Given,6.5,Not Given,Not Given,2.58,1,0,0,0,None
Biloxi Bock,Hops and Growlers,"Mississippi, United States",Bock,Not Given,5.4,Not Given,Not Given,3.53,0,1,0,0,None
German Bock,Shebeen Brewing Company,"Connecticut, United States",Bock,Not Given,6.8,Not Given,Not Given,3.66,1,0,0,0,None
Under Seige,The Brewery LBK,"Texas, United States",Bock,Not Given,6.6,Not Given,Not Given,0.0,0,0,0,0,None
Ballot Bock,Senate Avenue Brewing Company,"Texas, United States",Bock,Not Given,7.6,Not Given,Not Given,3.72,1,1,0,0,None
Bockstreet Boys,Turning Point Beer,"Texas, United States",Bock,Not Given,6.8,Not Given,Not Given,4.0,1,0,0,0,None
Bob's Bad A*# Bock,Foremost Brewing Cooperative,"Minnesota, United States",Bock,Not Given,6.8,Not Given,Not Given,0.0,0,0,0,0,None
Bomb City Bock,Big Texan Brewery,"Texas, United States",Bock,73,5.5,83,25130,3.51,2,9,0,3,None
Huppendorfer Kathrein-Bock,Huppendorfer Bier Brauerei Grasser,Germany,Bock,Not Given,7.5,Not Given,Not Given,3.71,3,3,0,0,None
Wacka Bocka,Liars' Bench Beer Company,"New Hampshire, United States",Bock,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Jabalí Bock,Cerveceria Primus,Mexico,Bock,41,6.0,86,20510,3.75,3,8,1,4,None
Bockslider Toadies Texas Bock,Martin House Brewing Company,"Texas, United States",Bock,35,5.6,85,22692,3.75,22,71,5,29,None
Brewmaster’s Silver Bock,BJ's Chicago Pizza & Brewery Inc.,United States,Bock,Not Given,7.5,Not Given,Not Given,3.88,1,2,0,0,None
Madison Classic Bock,The Lone Girl Brewing Company,"Wisconsin, United States",Bock,Not Given,6.3,Not Given,Not Given,0.0,0,0,0,0,None
Bock Ache,Therapy Brewing,"Pennsylvania, United States",Bock,Not Given,6.9,Not Given,Not Given,4.05,1,1,0,0,None
1017 Bock,The Phoenix Brewing Company,"Ohio, United States",Bock,Not Given,5.4,Not Given,Not Given,3.83,1,0,0,0,None
Bock,Klaus Brewing Company,"Texas, United States",Bock,Not Given,6.8,Not Given,Not Given,0.0,0,0,0,0,None
Grateful To Be Bock,Jellyfish Brewing,"Washington, United States",Bock,Not Given,6.1,Not Given,Not Given,0.0,0,0,0,0,None
Bock,Cellar West Artisan Ales,"Colorado, United States",Bock,Not Given,6.5,Not Given,Not Given,3.96,1,0,0,0,"Cellar West Bock is inspired by the flavorful and malt-forward lagers brought to life in the little German town Einbeck. Highlighting rich, toasty Munich malt, this deep amber bier is a bit stronger than other historical lagers and is layered with toasted bread & smooth caramel. We hope you enjoy this treasured, traditional Bock."
Love Honey,Lost Forty Brewing,"Arkansas, United States",Bock,24,6.3,86,19513,3.83,22,68,1,26,None
10-Point Bock,Bubba Brew's Brewing Company,"Arkansas, United States",Bock,Not Given,6.2,Not Given,Not Given,3.99,4,5,0,3,None
Brandenburger,The Ravenous Pig,"Florida, United States",Bock,Not Given,6.3,Not Given,Not Given,0.0,0,0,0,0,None
Lorelei,Main Line Brewery,"Virginia, United States",Bock,Not Given,6.4,Not Given,Not Given,0.0,0,0,0,0,None
Wee Billy Goat,Saints Row Brewing,"Maryland, United States",Bock,Not Given,5.0,Not Given,Not Given,3.96,2,0,0,0,Malty session bock
Buckleys Dark Bock,Yarra Flats Brewery,Australia,Bock,94,0.0,77,29116,2.96,9,2,0,0,None
Negra Munich Bock,Damm S. A.,Spain,Bock,Not Given,0.0,Not Given,Not Given,3.61,1,1,0,0,None
(512) Bock,(512) Brewing Company,"Texas, United States",Bock,Not Given,5.6,Not Given,Not Given,3.7,0,1,0,0,None
Bayern Kurve,16 Lots Brewing Company,"Ohio, United States",Bock,Not Given,7.0,Not Given,Not Given,3.96,0,1,0,0,None
Casual Explosions,Phantom Canyon Brewing Company,"Colorado, United States",Bock,Not Given,6.8,Not Given,Not Given,3.95,1,0,0,0,"When two friends who love lager decide to put together a beer recipe you get a pretty darn good Helles Bock. Allowed to lager for 3 months, we love how malty and balanced this pale lager is. Thanks Alyssa, Prost!"
Gschpusi,Privatbrauerei M.C. Wieninger,Germany,Bock,Not Given,7.1,Not Given,Not Given,4.34,1,0,0,0,None
LAG.04 (Bock),Delta Beer Lab,"Wisconsin, United States",Bock,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Long Live Bock,Three Heads Brewing,"New York, United States",Bock,Not Given,6.5,Not Given,Not Given,3.88,0,1,0,1,None
Liberator,Durty Bull Brewing Co.,"North Carolina, United States",Bock,Not Given,7.6,Not Given,Not Given,3.09,0,2,0,0,None
Bock to the Future,Denizens Brewing Co. Silver Spring Barrel House & Beer Garden,"Maryland, United States",Bock,Not Given,5.2,Not Given,Not Given,3.15,1,0,0,0,None
Lüdde Bockbier,Brauerei Lüdde,Germany,Bock,Not Given,6.4,Not Given,Not Given,3.79,1,0,0,0,None
